"filename", "language", "Markdown", "Python", "C++", "JSON", "HTML", "Shell Script", "Makefile", "CMake", "YAML", "C", "JavaScript", "pip requirements", "Ini", "Swift", "XML", "Objective-C", "CUDA C++", "Batch", "CSS", "Java Properties", "toml", "comment", "blank", "total"
"/Users/yuwenjun/git_repo/code-train/code/algo_traning/test.cpp", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 56
"/Users/yuwenjun/git_repo/code-train/code/cancanscript/combine.html", "HTML", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/yuwenjun/git_repo/code-train/code/cancanscript/excel_to_txt.py", "Python", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 37
"/Users/yuwenjun/git_repo/code-train/code/cancanscript/read_ecl_sht_to_txt.py", "Python", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 42
"/Users/yuwenjun/git_repo/code-train/code/cancanscript/split.py", "Python", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 42
"/Users/yuwenjun/git_repo/code-train/code/cancanscript/split2.py", "Python", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 53
"/Users/yuwenjun/git_repo/code-train/code/classic_example/fork.cpp", "C++", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/Users/yuwenjun/git_repo/code-train/code/ielts/anaysl.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15, 69
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.devops/tools.sh", "Shell Script", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 46
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.flake8", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/01-bug-low.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/02-bug-medium.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/03-bug-high.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/04-bug-critical.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/05-enhancement.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 52
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/06-research.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 53
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/07-refactor.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/ISSUE_TEMPLATE/config.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/labeler.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 90
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/pull_request_template.md", "Markdown", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/bench.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 57, 311
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/build.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 173, 1313
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/close-issue.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/docker.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16, 117
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/editorconfig.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/gguf-publish.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 45
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/labeler.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/nix-ci-aarch64.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 66
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/nix-ci.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 73
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/nix-flake-update.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/nix-publish-flake.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 37
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/python-check-requirements.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/python-lint.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.github/workflows/server.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 184
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/.pre-commit-config.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 17
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/CMakePresets.json", "JSON", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 65
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/CONTRIBUTING.md", "Markdown", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 1138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 244, 1465
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/Package.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 6, 7, 76
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/README-sycl.md", "Markdown", 402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 593
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/README.md", "Markdown", 767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 998
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/SECURITY.md", "Markdown", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 68
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/ci/README.md", "Markdown", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/ci/run.sh", "Shell Script", 0, 0, 0, 0, 0, 559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 162, 756
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/cmake/arm64-windows-llvm.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/cmake/arm64-windows-msvc.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/cmake/build-info.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 59
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/cmake/git-vars.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/base64.hpp", "C++", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 50, 393
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/common.cpp", "C++", 0, 0, 2762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 287, 3177
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/common.h", "C++", 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 104, 458
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/console.cpp", "C++", 0, 0, 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 59, 502
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/console.h", "C++", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 20
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/grammar-parser.cpp", "C++", 0, 0, 470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 39, 537
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/grammar-parser.h", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 30
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/json-schema-to-grammar.cpp", "C++", 0, 0, 937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 91, 1046
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/json-schema-to-grammar.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/json.hpp", "C++", 0, 0, 17453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4342, 2972, 24767
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/log.h", "C++", 0, 0, 477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 91, 725
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/ngram-cache.cpp", "C++", 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48, 283
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/ngram-cache.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 18, 95
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/sampling.cpp", "C++", 0, 0, 350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 79, 460
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/sampling.h", "C++", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 32, 161
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/stb_image.h", "C++", 0, 0, 6268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1283, 846, 8397
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/train.cpp", "C++", 0, 0, 1306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 160, 1514
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/common/train.h", "C++", 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51, 234
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/convert-hf-to-gguf-update.py", "Python", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 58, 332
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/convert-hf-to-gguf.py", "Python", 0, 2294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 623, 3100
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/convert-llama-ggml-to-gguf.py", "Python", 0, 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39, 446
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/docs/BLIS.md", "Markdown", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 68
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/docs/HOWTO-add-model.md", "Markdown", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 120
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/docs/debugging-tests.md", "Markdown", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 105
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/docs/token_generation_performance_tips.md", "Markdown", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 41
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/Miku.sh", "Shell Script", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 51
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/baby-llama/baby-llama.cpp", "C++", 0, 0, 948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 406, 287, 1641
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/base-translate.sh", "Shell Script", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 62
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched-bench/README.md", "Markdown", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 52
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched-bench/batched-bench.cpp", "C++", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60, 216
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched.swift/Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched.swift/Package.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 4, 3, 23
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched.swift/README.md", "Markdown", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched.swift/Sources/main.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 17, 55, 262
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched/README.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 45
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/batched/batched.cpp", "C++", 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 73, 240
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/benchmark/benchmark-matmult.cpp", "C++", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 54, 276
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/chat-13B.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 10, 10, 58
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/chat-13B.sh", "Shell Script", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 42
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/chat-persistent.sh", "Shell Script", 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31, 152
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/chat-vicuna.sh", "Shell Script", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 42
"/Users/yuwenjun/git_repo/code-train/code/llama.cpp/examples/chat.sh", "Shell Script", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 17
